address,type,zip_code,city,price,living_area,plot_size,rooms,href
Witrikstraat 6,woonhuis,1462 LW,Middenbeemster,1175000,228 ,419 ,6,/en/koop/middenbeemster/huis-42034603-witrikstraat-6/
Kanunnik de Vriesstraat 40,woonhuis,7071 ZV,Ulft,299000,85 ,260 ,5,/en/koop/ulft/huis-42034692-kanunnik-de-vriesstraat-40/
van der Bijlstraat 35,woonhuis,2371 VP,Roelofarendsveen,335000,97 ,151 ,5,/en/koop/roelofarendsveen/huis-42034602-van-der-bijlstraat-35/
Oud-Loosdrechtsedijk 202,woonhuis,1231 NG,Loosdrecht,1485000,194 ,685 ,7,/en/koop/loosdrecht/huis-88497215-oud-loosdrechtsedijk-202/
Leicester 7,woonhuis,3641 LH,Mijdrecht,489000,150 ,179 ,5,/en/koop/mijdrecht/huis-42034651-leicester-7/
Binnenhof 40,woonhuis,6715 DP,Ede,375000,126 ,193 ,5,/en/koop/ede/huis-42034657-binnenhof-40/
Zandhofsestraat 24,woonhuis,3572 GG,Utrecht,599000,141 ,93 ,7,/en/koop/utrecht/huis-42034656-zandhofsestraat-24/
Kerkstraat 83,woonhuis,6996 AG,Drempt,675000,225 ,1565 ,5,/en/koop/drempt/huis-42034640-kerkstraat-83/
De Drie Merenweg 5,woonhuis,1461 HA,Zuidoostbeemster,1195000,227 ,396 ,7,/en/koop/zuidoostbeemster/huis-42034631-de-drie-merenweg-5/
Lange Blokweg 16,woonhuis,4301 NX,Zierikzee,469000,135 ,825 ,6,/en/koop/zierikzee/huis-88498272-lange-blokweg-16/
Roostenlaan 11 e,woonhuis,5644 GA,Eindhoven,409000,129 ,136 ,6,/en/koop/eindhoven/huis-88498278-roostenlaan-11-e/
Beukenlaan 4,woonhuis,6956 CB,Spankeren,885000,338 ,1763 ,8,/en/koop/spankeren/huis-88498316-beukenlaan-4/
Westhove 127,woonhuis,1187 DB,Amstelveen,665000,123 ,130 ,5,/en/koop/amstelveen/huis-42034779-westhove-127/
Provincialeweg 18,woonhuis,9677 PD,Heiligerlee,159500,104 ,203 ,6,/en/koop/heiligerlee/huis-42034787-provincialeweg-18/
Toutenburgstraat 52,woonhuis,8043 TX,Zwolle,375000,109 ,632 ,4,/en/koop/zwolle/huis-88498335-toutenburgstraat-52/
Tripsstraat 5,woonhuis,6471 BB,Eygelshoven,255000,97 ,285 ,4,/en/koop/eygelshoven/huis-42034798-tripsstraat-5/
Tweekapper (Bouwnr. 2),woonhuis,5551 XV,Valkenswaard,575000,131 ,240 ,5,/en/koop/valkenswaard/huis-88498333-tweekapper-bouwnr-2/
Willem van Gulikstraat 4,woonhuis,6824 AP,Arnhem,695000,181 ,295 ,6,/en/koop/arnhem/huis-42034784-willem-van-gulikstraat-4/
Brugstraat 14,woonhuis,6374 LV,Landgraaf,198000,144 ,112 ,5,/en/koop/landgraaf/huis-42034792-brugstraat-14/
Brouwerijstraat 10,woonhuis,4845 CN,Wagenberg,684000,290 ,445 ,9,/en/koop/wagenberg/huis-88498391-brouwerijstraat-10/
Blokhuisplein 18,woonhuis,8911 LJ,Leeuwarden,360000,107 ,148 ,4,/en/koop/leeuwarden/huis-42034448-blokhuisplein-18/
Kaasmaker 4,woonhuis,1566 RE,Assendelft,375000,106 ,127 ,4,/en/koop/assendelft/huis-42034719-kaasmaker-4/
Irenestraat 19,woonhuis,3181 GG,Rozenburg (ZH),375000,120 ,253 ,4,/en/koop/rozenburg-zh/huis-42034722-irenestraat-19/
Nieuwe Deventerweg 8,woonhuis,8014 AG,Zwolle,525000,125 ,1295 ,4,/en/koop/zwolle/huis-88498497-nieuwe-deventerweg-8/
Groot Hertoginnelaan 178,woonhuis,2517 EV,Den Haag,1400000,303 ,179 ,10,/en/koop/den-haag/huis-42034804-groot-hertoginnelaan-178/
Roggebos 3,woonhuis,4328 PM,Burgh-Haamstede,599000,142 ,1080 ,5,/en/koop/burgh-haamstede/huis-42034754-roggebos-3/
Lessingstraat 55,woonhuis,5924 CB,Venlo,209000,110 ,164 ,4,/en/koop/venlo/huis-42034756-lessingstraat-55/
Bartholomeus van der Helststraat 17,woonhuis,3904 XT,Veenendaal,449500,130 ,170 ,6,/en/koop/veenendaal/huis-42034872-bartholomeus-van-der-helststraat-17/
De Akkers 51,woonhuis,3124 AC,Schiedam,389500,98 ,159 ,5,/en/koop/schiedam/huis-42034897-de-akkers-51/
Wikkestraat 11,woonhuis,2403 EP,Alphen aan den Rijn,400000,135 ,146 ,5,/en/koop/alphen-aan-den-rijn/huis-88498417-wikkestraat-11/
Latourlaan 20,woonhuis,6213 GH,Maastricht,498000,139 ,351 ,7,/en/koop/maastricht/huis-88498459-latourlaan-20/
Bildtweg 4,woonhuis,9261 XV,Eastermar,1050000,220 ,24575 ,8,/en/koop/eastermar/huis-42034972-bildtweg-4/
D H van der Scheerstraat 50,woonhuis,7741 BN,Coevorden,192500,86 ,112 ,4,/en/koop/coevorden/huis-42034981-d-h-van-der-scheerstraat-50/
Chopinlaan 20,woonhuis,2742 BJ,Waddinxveen,389000,123 ,148 ,6,/en/koop/waddinxveen/huis-88498525-chopinlaan-20/
Westersingel 6,woonhuis,9909 BJ,Spijk (GR),165000,89 ,273 ,4,/en/koop/spijk-gr/huis-88498520-westersingel-6/
Reggestraat 1,woonhuis,8051 HX,Hattem,445000,155 ,213 ,6,/en/koop/hattem/huis-88498526-reggestraat-1/
Beatrixstraat 5,woonhuis,6067 ET,Linne,250000,100 ,218 ,7,/en/koop/linne/huis-88498533-beatrixstraat-5/
Marktstraat 17,woonhuis,4921 BE,Made,830000,235 ,454 ,7,/en/koop/made/huis-42034859-marktstraat-17/
Prof. Abersonlaan 10,woonhuis,3571 VA,Utrecht,779000,117 ,162 ,5,/en/koop/utrecht/huis-42032244-prof-abersonlaan-10/
van Dedemlaan 8,woonhuis,8061 CH,Hasselt,268000,106 ,247 ,5,/en/koop/hasselt/huis-88495865-van-dedemlaan-8/
Karel Doormanstraat 11,woonhuis,8061 JP,Hasselt,238000,77 ,167 ,4,/en/koop/hasselt/huis-88493973-karel-doormanstraat-11/
P.C. Hooftlaan 50,woonhuis,1985 BK,Driehuis,700000,129 ,253 ,4,/en/koop/driehuis/huis-42013479-pc-hooftlaan-50/
Dokter Landmanstraat 13,woonhuis,6045 KZ,Roermond,499000,167 ,452 ,7,/en/koop/roermond/huis-88498502-dokter-landmanstraat-13/
Mr. Harm Smeengekade 5,woonhuis,7941 XX,Meppel,359000,100 ,155 ,4,/en/koop/meppel/huis-42034812-mr-harm-smeengekade-5/
Tromplaan 46,woonhuis,3843 EH,Harderwijk,265000,78 ,126 ,5,/en/koop/harderwijk/huis-42034807-tromplaan-46/
Krooshofstraat 41,woonhuis,4122 GK,Zijderveld,350000,106 ,147 ,5,/en/koop/zijderveld/huis-42034740-krooshofstraat-41/
Govert Flinckstraat 35,woonhuis,8471 SP,Wolvega,249000,120 ,166 ,5,/en/koop/wolvega/huis-42034748-govert-flinckstraat-35/
Smuiger 33,woonhuis,1566 LR,Assendelft,420000,98 ,103 ,5,/en/koop/assendelft/huis-42034737-smuiger-33/
Piet Kramerzoom 33,woonhuis,2662 GP,Bergschenhoek,550000,120 ,130 ,5,/en/koop/bergschenhoek/huis-42034716-piet-kramerzoom-33/
Vissersdijk 1,woonhuis,3218 BG,Heenvliet,625000,346 ,185 ,9,/en/koop/heenvliet/huis-42034780-vissersdijk-1/
Veenislaan 6,woonhuis,1911 HJ,Uitgeest,325000,88 ,103 ,5,/en/koop/uitgeest/huis-42034785-veenislaan-6/
Hollands Diepstraat 67,woonhuis,8226 EG,Lelystad,275000,117 ,174 ,6,/en/koop/lelystad/huis-42034773-hollands-diepstraat-67/
Burgemeester Dolmanslaan 15,woonhuis,3604 CA,Maarssen,695000,132 ,185 ,5,/en/koop/maarssen/huis-42034769-burgemeester-dolmanslaan-15/
Diekjansweg 44,woonhuis,7462 JK,Rijssen,269000,110 ,185 ,6,/en/koop/rijssen/huis-42034650-diekjansweg-44/
ds.Berkhofweg 11,woonhuis,8148 NB,Lemele,379000,142 ,402 ,5,/en/koop/lemele/huis-42034630-dsberkhofweg-11/
van Wassenaerstraat 28,woonhuis,3971 VM,Driebergen-Rijsenburg,519000,114 ,269 ,4,/en/koop/driebergen-rijsenburg/huis-42034616-van-wassenaerstraat-28/
Iepenstraat 28,woonhuis,4731 BN,Oudenbosch,275000,85 ,385 ,4,/en/koop/oudenbosch/huis-42034605-iepenstraat-28/
Willem Hioolenstraat 10,woonhuis,3065 LE,Rotterdam,675000,160 ,243 ,6,/en/koop/rotterdam/huis-42034693-willem-hioolenstraat-10/
Hoofdweg 17,woonhuis,9796 PA,Sint Annen,185000,73 ,175 ,3,/en/koop/sint-annen/huis-42034684-hoofdweg-17/
Regentesselaan 13 A,woonhuis,2281 VA,Rijswijk (ZH),925000,187 ,238 ,7,/en/koop/rijswijk-zh/huis-42034670-regentesselaan-13-a/
De Bloemen 21,woonhuis,1902 GS,Castricum,439000,123 ,218 ,5,/en/koop/castricum/huis-42034673-de-bloemen-21/
Walsbergseweg 7 a,woonhuis,5752 BL,Deurne,549000,188 ,730 ,4,/en/koop/deurne/huis-42034668-walsbergseweg-7-a/
Runrotstraat 9,woonhuis,5386 CT,Geffen,749000,177 ,912 ,6,/en/koop/geffen/huis-42034559-runrotstraat-9/
Van Houtenstraat 6,woonhuis,2672 DP,Naaldwijk,595000,121 ,230 ,5,/en/koop/naaldwijk/huis-42034547-van-houtenstraat-6/
de Ruijterstraat 9,woonhuis,2161 TA,Lisse,450000,119 ,243 ,6,/en/koop/lisse/huis-42034510-de-ruijterstraat-9/
Essenlaan 34,woonhuis,2935 SN,Ouderkerk aan den IJssel,289000,131 ,137 ,6,/en/koop/ouderkerk-aan-den-ijssel/huis-42034594-essenlaan-34/
Zuideinde 79,woonhuis,1121 DD,Landsmeer,750000,152 ,490 ,7,/en/koop/landsmeer/huis-42034582-zuideinde-79/
Warande 89,woonhuis,3961 LC,Wijk bij Duurstede,395000,112 ,150 ,5,/en/koop/wijk-bij-duurstede/huis-88498127-warande-89/
De Volmolen 100,woonhuis,5053 AD,Goirle,345000,107 ,221 ,5,/en/koop/goirle/huis-42034584-de-volmolen-100/
Grasbeemd 54,woonhuis,9403 MG,Assen,385000,131 ,300 ,5,/en/koop/assen/huis-42034562-grasbeemd-54/
Hoordstraat 2,woonhuis,6118 CJ,Nieuwstadt,265000,102 ,238 ,6,/en/koop/nieuwstadt/huis-42034441-hoordstraat-2/
Raadsherenveld 403,woonhuis,7327 EZ,Apeldoorn,325000,119 ,132 ,5,/en/koop/apeldoorn/huis-42034417-raadsherenveld-403/
Asterstraat 16,woonhuis,5102 XN,Dongen,289000,85 ,190 ,6,/en/koop/dongen/huis-42034407-asterstraat-16/
Isra?lsstraat 7,woonhuis,5102 DS,Dongen,325000,131 ,156 ,8,/en/koop/dongen/huis-42034406-israelsstraat-7/
Oude Postelseweg 6,woonhuis,5521 RT,Eersel,535000,142 ,156 ,4,/en/koop/eersel/huis-42034489-oude-postelseweg-6/
Heemskerkerweg 253,woonhuis,1945 TG,Beverwijk,439000,115 ,285 ,4,/en/koop/beverwijk/huis-42033341-heemskerkerweg-253/
Pinksterbloem 16,woonhuis,5411 TZ,Zeeland,675000,190 ,919 ,9,/en/koop/zeeland/huis-42033320-pinksterbloem-16/
Gerardus Majellastraat 2 a,woonhuis,5125 NL,Hulten,449000,153 ,381 ,7,/en/koop/hulten/huis-42033318-gerardus-majellastraat-2-a/
Keizersmantel 4,woonhuis,3863 GA,Nijkerk,579000,139 ,296 ,5,/en/koop/nijkerk/huis-42033307-keizersmantel-4/
Andes 8,woonhuis,1567 KP,Assendelft,650000,168 ,225 ,5,/en/koop/assendelft/huis-42033389-andes-8/
Cirkel 51,woonhuis,4384 DS,Vlissingen,259000,113 ,134 ,5,/en/koop/vlissingen/huis-42033258-cirkel-51/
Ketelstraat 5,woonhuis,7981 AX,Diever,415000,131 ,754 ,5,/en/koop/diever/huis-42033220-ketelstraat-5/
Pollux 42,woonhuis,2651 HB,Berkel en Rodenrijs,350000,86 ,97 ,4,/en/koop/berkel-en-rodenrijs/huis-88497854-pollux-42/
Renoirhof 1,woonhuis,3544 KD,Utrecht,750000,177 ,123 ,6,/en/koop/utrecht/huis-42033271-renoirhof-1/
Hammelerweg 3,woonhuis,6971 LA,Brummen,1650000,338 ,5760 ,8,/en/koop/brummen/huis-42033277-hammelerweg-3/
Randmeerstraat 67,woonhuis,2162 LJ,Lisse,440000,121 ,130 ,5,/en/koop/lisse/huis-42033276-randmeerstraat-67/
Ribeslaan 10,woonhuis,3053 MN,Rotterdam,660000,136 ,132 ,6,/en/koop/rotterdam/huis-42033153-ribeslaan-10/
Pluimgraaf 18,woonhuis,1567 AB,Assendelft,675000,164 ,192 ,5,/en/koop/assendelft/huis-42033132-pluimgraaf-18/
Stinswei 11,woonhuis,9269 TD,Feanwalden,429000,190 ,520 ,6,/en/koop/feanwalden/huis-42033139-stinswei-11/
Vogelweg 20,woonhuis,6862 GH,Oosterbeek,750000,121 ,410 ,4,/en/koop/oosterbeek/huis-42033113-vogelweg-20/
Catharinadaal 15,woonhuis,6715 KA,Ede,500000,200 ,302 ,5,/en/koop/ede/huis-42033196-catharinadaal-15/
Kennemerland 154,woonhuis,9405 LN,Assen,275000,115 ,359 ,4,/en/koop/assen/huis-42033170-kennemerland-154/
Reddingiusstraat 3,woonhuis,9791 CA,Ten Boer,325000,109 ,420 ,4,/en/koop/ten-boer/huis-42033055-reddingiusstraat-3/
Zeishof 58,woonhuis,6681 EN,Bemmel,649000,171 ,648 ,6,/en/koop/bemmel/huis-42033046-zeishof-58/
Kroeskarperlaan 17,woonhuis,2215 XN,Voorhout,700000,130 ,226 ,4,/en/koop/voorhout/huis-42033078-kroeskarperlaan-17/
Maasboulevard 76,woonhuis,3207 RC,Spijkenisse,489900,156 ,104 ,8,/en/koop/spijkenisse/huis-42033955-maasboulevard-76/
Zevensterweide 6,woonhuis,3448 JT,Woerden,675000,153 ,251 ,5,/en/koop/woerden/huis-42033954-zevensterweide-6/
Basilicumhof 23,woonhuis,2215 BV,Voorhout,415000,100 ,178 ,5,/en/koop/voorhout/huis-42033902-basilicumhof-23/
Wijkerstein 1,woonhuis,5346 TS,Oss,425000,131 ,266 ,5,/en/koop/oss/huis-42033999-wijkerstein-1/
Heikant 6,woonhuis,6561 GB,Groesbeek,499500,135 ,270 ,5,/en/koop/groesbeek/huis-42033970-heikant-6/
A.H.G. Fokkerstraat 43,woonhuis,3555 BB,Utrecht,522500,98 ,120 ,5,/en/koop/utrecht/huis-42033979-ahg-fokkerstraat-43/
Claverenbladstraat 7,woonhuis,3833 JA,Leusden,365000,106 ,128 ,5,/en/koop/leusden/huis-42033975-claverenbladstraat-7/
Mackaylaan 34,woonhuis,1412 CP,Naarden,895000,168 ,375 ,6,/en/koop/naarden/huis-42033960-mackaylaan-34/
Kinheim 94,woonhuis,1161 DC,Zwanenburg,425000,113 ,175 ,5,/en/koop/zwanenburg/huis-42033967-kinheim-94/
Doornenburg 89,woonhuis,4385 EK,Vlissingen,239000,105 ,119 ,5,/en/koop/vlissingen/huis-42033963-doornenburg-89/
Nicolaas Beetslaan 25,woonhuis,1985 HH,Driehuis,549000,105 ,304 ,5,/en/koop/driehuis/huis-42033840-nicolaas-beetslaan-25/
Koningsweg 72,woonhuis,1921 AV,Akersloot,1350000,262 ,1122 ,8,/en/koop/akersloot/huis-42033810-koningsweg-72/
Catharina Parrlaan 12,woonhuis,2135 VB,Hoofddorp,575000,123 ,167 ,5,/en/koop/hoofddorp/huis-42033818-catharina-parrlaan-12/
Haringvlietplantsoen 4,woonhuis,2105 ZD,Heemstede,600000,117 ,135 ,4,/en/koop/heemstede/huis-42033805-haringvlietplantsoen-4/
Hazeleger 177,woonhuis,5431 HS,Cuijk,290000,115 ,145 ,4,/en/koop/cuijk/huis-42033719-hazeleger-177/
Overweg 71,woonhuis,1191 PT,Ouderkerk aan de Amstel,650000,122 ,145 ,4,/en/koop/ouderkerk-aan-de-amstel/huis-42033708-overweg-71/
John F. Kennedylaan 29,woonhuis,9649 EN,Muntendam,350000,129 ,615 ,5,/en/koop/muntendam/huis-42033649-john-f-kennedylaan-29/
Perenstraat 8,woonhuis,6658 ET,Beneden-Leeuwen,389000,123 ,216 ,6,/en/koop/beneden-leeuwen/huis-42033643-perenstraat-8/
Heereweg 45 + 45 A,woonhuis,1901 MB,Castricum,545000,171 ,287 ,8,/en/koop/castricum/huis-42033602-heereweg-45-45-a/
Ruthardlaan 35,woonhuis,1406 RR,Bussum,1025000,159 ,265 ,8,/en/koop/bussum/huis-42033601-ruthardlaan-35/
Wilhelminasingel 11,woonhuis,9641 NA,Veendam,599500,202 ,1290 ,7,/en/koop/veendam/huis-42033603-wilhelminasingel-11/
Kamperfoeliestraat 31,woonhuis,9581 KL,Musselkanaal,195000,94 ,149 ,4,/en/koop/musselkanaal/huis-42033695-kamperfoeliestraat-31/
Gaastgracht 3,woonhuis,3826 BM,Amersfoort,495000,127 ,85 ,5,/en/koop/amersfoort/huis-42033694-gaastgracht-3/
Saffier 8,woonhuis,1625 RA,Hoorn (NH),315000,103 ,145 ,5,/en/koop/hoorn-nh/huis-88497211-saffier-8/
Mijdrechtstraat 25,woonhuis,3522 HT,Utrecht,375000,83 ,88 ,4,/en/koop/utrecht/huis-42033537-mijdrechtstraat-25/
Kometenlaan 102,woonhuis,3721 JW,Bilthoven,445000,113 ,143 ,5,/en/koop/bilthoven/huis-42033590-kometenlaan-102/
Oost-Kerkstraat 23,woonhuis,4486 BM,Colijnsplaat,259500,121 ,307 ,4,/en/koop/colijnsplaat/huis-42033476-oost-kerkstraat-23/
Aalscholver 15,woonhuis,1399 KP,Muiderberg,519000,118 ,156 ,5,/en/koop/muiderberg/huis-42033467-aalscholver-15/
Eemnesserweg 63,woonhuis,1221 CV,Hilversum,375000,67 ,125 ,4,/en/koop/hilversum/huis-42032259-eemnesserweg-63/
Burg v d Weijerstraat 4,woonhuis,3981 EK,Bunnik,499000,133 ,153 ,5,/en/koop/bunnik/huis-42032246-burg-v-d-weijerstraat-4/
Bertus Aafjeslaan 13,woonhuis,3454 VV,De Meern,850000,170 ,289 ,7,/en/koop/de-meern/huis-42032155-bertus-aafjeslaan-13/
Birkholm 185,woonhuis,2133 CD,Hoofddorp,450000,113 ,117 ,5,/en/koop/hoofddorp/huis-42032180-birkholm-185/
Vogelenzangseweg 183,woonhuis,2114 CG,Vogelenzang,650000,164 ,456 ,6,/en/koop/vogelenzang/huis-42032005-vogelenzangseweg-183/
Generaal Joubertstraat 61,woonhuis,2021 XB,Haarlem,489000,91 ,78 ,6,/en/koop/haarlem/huis-42032950-generaal-joubertstraat-61/
Het Hazenveld 52,woonhuis,7217 TZ,Harfsen,289000,102 ,160 ,4,/en/koop/harfsen/huis-42032957-het-hazenveld-52/
Burg Jhr Hoeufftlaan 57,woonhuis,4132 EA,Vianen (UT),299000,70 ,180 ,5,/en/koop/vianen-ut/huis-42032912-burg-jhr-hoeufftlaan-57/
Mosselsingel 7,woonhuis,2492 TB,Den Haag,535000,170 ,148 ,5,/en/koop/den-haag/huis-42032962-mosselsingel-7/
Zeedistel 39,woonhuis,3453 TG,De Meern,395000,91 ,110 ,3,/en/koop/de-meern/huis-42032545-zeedistel-39/
Jacob de Witstraat 3,woonhuis,2102 BL,Heemstede,1450000,206 ,285 ,6,/en/koop/heemstede/huis-42032452-jacob-de-witstraat-3/
Oltmansstraat 19,woonhuis,3532 GS,Utrecht,600000,112 ,106 ,7,/en/koop/utrecht/huis-42032498-oltmansstraat-19/
Jachthuisweg 7,woonhuis,7798 CM,Collendoorn,550000,175 ,5455 ,5,/en/koop/collendoorn/huis-42034723-jachthuisweg-7/
Puntpoortstraat 6,woonhuis,4332 AE,Middelburg,279500,102 ,105 ,4,/en/koop/middelburg/huis-42034512-puntpoortstraat-6/
Kanaalweg-West 94,woonhuis,7691 CB,Bergentheim,269000,105 ,770 ,4,/en/koop/bergentheim/huis-88498082-kanaalweg-west-94/
Frederik Hendriklaan 5,woonhuis,3445 XM,Woerden,635000,194 ,407 ,8,/en/koop/woerden/huis-42033333-frederik-hendriklaan-5/
Ploegstraat 15,woonhuis,2151 BL,Nieuw-Vennep,369000,105 ,169 ,6,/en/koop/nieuw-vennep/huis-42033304-ploegstraat-15/
Dillenburg 7,woonhuis,3341 EC,Hendrik-Ido-Ambacht,295000,114 ,,5,/en/koop/hendrik-ido-ambacht/huis-42033221-dillenburg-7/
Tournooiveld 5,woonhuis,5346 VJ,Oss,475000,161 ,253 ,6,/en/koop/oss/huis-42033951-tournooiveld-5/
De Waard 38,woonhuis,9734 CR,Groningen,325000,106 ,137 ,5,/en/koop/groningen/huis-42033839-de-waard-38/
Midwolderweg 74,woonhuis,9351 PT,Leek,585000,180 ,1401 ,5,/en/koop/leek/huis-42033826-midwolderweg-74/
Overmeerseweg 111,woonhuis,1394 BH,Nederhorst den Berg,725000,156 ,320 ,8,/en/koop/nederhorst-den-berg/huis-42033757-overmeerseweg-111/
Jenneke E. Bijlhof 1,woonhuis,3466 NW,Waarder,435000,131 ,203 ,5,/en/koop/waarder/huis-42033726-jenneke-e-bijlhof-1/
Wodan 26,woonhuis,6661 JR,Elst (GE),399000,115 ,129 ,4,/en/koop/elst-ge/huis-42033771-wodan-26/
Kwartellaan 14,woonhuis,2104 BA,Heemstede,630000,158 ,355 ,6,/en/koop/heemstede/huis-42033443-kwartellaan-14/
Thorbeckelaan 26,woonhuis,2811 CE,Reeuwijk,685000,139 ,327 ,6,/en/koop/reeuwijk/huis-42032324-thorbeckelaan-26/
Atalanta 20,woonhuis,7451 WZ,Holten,495000,141 ,240 ,4,/en/koop/holten/huis-42032275-atalanta-20/
Bovenstraatweg 24,woonhuis,8096 PE,Oldebroek,695000,104 ,5250 ,4,/en/koop/oldebroek/huis-42032959-bovenstraatweg-24/
Van der Meijstraat 14,woonhuis,1815 GP,Alkmaar,695000,142 ,156 ,7,/en/koop/alkmaar/huis-42034733-van-der-meijstraat-14/
P.C. Hooftstraat 3,woonhuis,7471 XL,Goor,230000,112 ,150 ,7,/en/koop/goor/huis-42033391-pc-hooftstraat-3/
Helene Swarthstraat 20,woonhuis,8023 CP,Zwolle,320000,125 ,146 ,6,/en/koop/zwolle/huis-42033222-helene-swarthstraat-20/
Berberisweg 498,woonhuis,3053 PL,Rotterdam,785000,144 ,176 ,6,/en/koop/rotterdam/huis-42033062-berberisweg-498/
Oosterduinweg 253,woonhuis,2111 XH,Aerdenhout,1375000,208 ,691 ,7,/en/koop/aerdenhout/huis-42032580-oosterduinweg-253/
Droefakkers 21,woonhuis,7371 CP,Loenen,1500000,225 ,14859 ,4,/en/koop/loenen/huis-42994940-droefakkers-21/
Het Kompas 20,woonhuis,8251 CG,Dronten,300000,132 ,260 ,6,/en/koop/dronten/huis-42033322-het-kompas-20/
van der Dussenstraat 2,woonhuis,4931 XT,Geertruidenberg,369000,125 ,244 ,5,/en/koop/geertruidenberg/huis-42033200-van-der-dussenstraat-2/
Nico Andriessenstraat 38,woonhuis,2033 ZP,Haarlem,650000,146 ,104 ,5,/en/koop/haarlem/huis-42033060-nico-andriessenstraat-38/
Bovencamp 73,woonhuis,3992 RX,Houten,629000,146 ,193 ,6,/en/koop/houten/huis-42034963-bovencamp-73/
Wattstraat 19,woonhuis,2561 XL,Den Haag,725000,206 ,135 ,7,/en/koop/den-haag/huis-42034873-wattstraat-19/
Straat van Dover 108,woonhuis,3825 XB,Amersfoort,539000,126 ,132 ,4,/en/koop/amersfoort/huis-42034649-straat-van-dover-108/
J Groeneveldstraat 6,woonhuis,3235 BN,Rockanje,650000,168 ,506 ,6,/en/koop/rockanje/huis-42034548-j-groeneveldstraat-6/
Noordzijde Haven 10,woonhuis,3252 BH,Goedereede,395000,112 ,101 ,5,/en/koop/goedereede/huis-42033316-noordzijde-haven-10/
Herenweg 5,woonhuis,2201 GA,Noordwijk (ZH),525000,99 ,351 ,5,/en/koop/noordwijk-zh/huis-42033242-herenweg-5/
Witte de Withstraat 1,woonhuis,1901 WR,Castricum,465000,117 ,268 ,4,/en/koop/castricum/huis-42033123-witte-de-withstraat-1/
De Ganzenpoel 79,woonhuis,6932 LC,Westervoort,279000,90 ,154 ,4,/en/koop/westervoort/huis-42033100-de-ganzenpoel-79/
Assendelverstraat 9,woonhuis,2013 SH,Haarlem,300000,61 ,62 ,3,/en/koop/haarlem/huis-42032404-assendelverstraat-9/
Oude Heerweg 7,woonhuis,5863 AC,Blitterswijck,350000,92 ,292 ,2,/en/koop/blitterswijck/huis-42033093-oude-heerweg-7/
Oude Heerweg 9,woonhuis,5863 AC,Blitterswijck,350000,92 ,292 ,2,/en/koop/blitterswijck/huis-42033081-oude-heerweg-9/
Oude Heerweg 11,woonhuis,5863 AC,Blitterswijck,420000,114 ,507 ,2,/en/koop/blitterswijck/huis-42033080-oude-heerweg-11/
Oranjeplantsoen 90,woonhuis,1111 CH,Diemen,695000,136 ,136 ,5,/en/koop/diemen/huis-88498477-oranjeplantsoen-90/
's-Gravenweg 382,woonhuis,2905 LC,Capelle aan den IJssel,1395000,166 ,1930 ,4,/en/koop/capelle-aan-den-ijssel/huis-42033348-s-gravenweg-382/
Aletta Jacobsweg 17,woonhuis,9408 EA,Assen,390000,137 ,251 ,6,/en/koop/assen/huis-42033295-aletta-jacobsweg-17/
Bekspringhoek 127,woonhuis,7546 CH,Enschede,260000,109 ,143 ,5,/en/koop/enschede/huis-42033310-bekspringhoek-127/
Berliozstraat 25,woonhuis,3144 KA,Maassluis,365000,127 ,127 ,6,/en/koop/maassluis/huis-88498415-berliozstraat-25/
Bilderdijklaan 15,woonhuis,3723 DA,Bilthoven,1035000,164 ,650 ,6,/en/koop/bilthoven/huis-42034707-bilderdijklaan-15/
Julianalaan 4,woonhuis,5062 JM,Oisterwijk,1450000,201 ,2344 ,4,/en/koop/oisterwijk/huis-42034667-julianalaan-4/
Laegieskampweg 10,woonhuis,1412 ER,Naarden,715000,121 ,354 ,5,/en/koop/naarden/huis-42034553-laegieskampweg-10/
Dilleweg 18,woonhuis,8042 GS,Zwolle,365000,108 ,162 ,6,/en/koop/zwolle/huis-42034537-dilleweg-18/
Frankrijkstraat 57,woonhuis,5622 AE,Eindhoven,445000,122 ,154 ,6,/en/koop/eindhoven/huis-88498165-frankrijkstraat-57/
Akerstraat-Noord 170 B,woonhuis,6431 HR,Hoensbroek,199000,103 ,90 ,5,/en/koop/hoensbroek/huis-42034578-akerstraat-noord-170-b/
Johan Frisopark 64,woonhuis,5684 GH,Best,375000,152 ,175 ,7,/en/koop/best/huis-42034495-johan-frisopark-64/
Looplantsoen 1,woonhuis,3523 GS,Utrecht,420000,77 ,178 ,4,/en/koop/utrecht/huis-42033329-looplantsoen-1/
Geert Niemeijerhof 3,woonhuis,6663 RH,Lent,375000,89 ,28 ,3,/en/koop/lent/huis-42033362-geert-niemeijerhof-3/
Valeriaanstraat 14,woonhuis,3765 EP,Soest,398000,130 ,135 ,4,/en/koop/soest/huis-42033233-valeriaanstraat-14/
Molenstraat 8,woonhuis,9951 AJ,Winsum (GR),495000,180 ,557 ,8,/en/koop/winsum-gr/huis-42033101-molenstraat-8/
Abdijstraat 17,woonhuis,4816 JK,Breda,349000,120 ,160 ,4,/en/koop/breda/huis-42033998-abdijstraat-17/
Wagenweg 140,woonhuis,2012 NK,Haarlem,975000,120 ,177 ,6,/en/koop/haarlem/huis-42033978-wagenweg-140/
Oleanderlaan 74,woonhuis,1171 ZZ,Badhoevedorp,950000,178 ,278 ,5,/en/koop/badhoevedorp/huis-42033743-oleanderlaan-74/
